Area,Bedrooms,Sales,Price,PΔ1M,PΔ1Q,PΔ6M,PΔ1Y,PΔ3Y,PΔ5Y,PΔ10Y,Rentals,Rent,RΔ1M,RΔ1Q,RΔ6M,RΔ1Y,RΔ3Y,RΔ5Y,RΔ10Y,Yield,CG Low,CG High,ROI Low,ROI High,Rent Increase,Volatility Index,Growth Rate,GRC Index,GRC Minima,GPD 3Y,GPD 5Y,GPD 10Y,GSP 3Y,GSP 5Y,GSP 10Y,future_metric_01,future_metric_02,future_metric_03,IRSAD,RO Ratio,UHV Ratio,UH Ratio,Affordability Index,SoM%,SoM LS,SoM SS,Inventory,Inventory LS,Inventory SS,Hold Period,HP LS,HP SS,BA Ratio,future_metric_04,future_metric_05,DoM,DoM LS,DoM SS,Discounting,Vacancy Rate,VR LS,VR SS,Clearance Rate,CR LS,CR SS,Auctions,Buy SI,Buy SI LS,Buy SI SS,Rent SI,Rent SI LS,Rent SI SS,future_metric_06,future_metric_07,Confidence,Sales Ratio,Rentals Ratio,Population,Dwellings,School Rank,Infra. Spend,future_metric_15,future_metric_16,EDI,MADI,Flood,Bushfire,Lower Risk,Cashflow,Capital Growth,Overall RCS,Nearest GPO,SA4,GCC,State,lga_pid,Data Level,Confidence.1,Property Type,15_Main Dashboard - HtAG Analytics (3).xlsx
"Schofields, NSW 2762",All,15,1289686,0.0016,0.0021,-0.0025,0.0101,0.0679,0.5677,0.9514,42,663,0.0,0.0,0.0015,0.0343,0.2533,0.4047,0.5527000000000001,0.0267,-0.05,0.13,-0.03,0.16,0.0142,6,(+)Increasing,152,-0.0322,-0.1738,0.09119999999999999,-0.2705,-0.0634,0.0022,0.1196,0,0,0,10,0.31,0.38,0.18,45.45,0.0042,-0.0039,-0.0019,0.67,-0.15,-0.35,6.8,0.12,0.02,0.0732,0,0,38,0.98,4.81,0.0,0.048,0.0037,-0.0033,0.75,-0.005500000000000001,0.09539999999999998,5,5,0.12,0.41,5,0.33,0.0,0,0,High,0.04,0.07,15213,7302,61,930,0,0,71,100,100,100,97,22,92,70,36,Sydney - Blacktown,Greater Sydney,NSW,NSW283,Suburbs,3,Houses,2_Main Dashboard - HtAG Analytics (3).xlsx
"Naremburn, NSW 2065",All,3,1274048,0.0034,0.0097,0.0195,0.0478,0.1021,0.2382,0.5672999999999999,16,851,0.0,-0.0012,-0.0012,0.0167,0.257,0.2123,0.3573,0.0347,-0.01,0.08,0.02,0.12,0.0,3,(+)Decreasing,212,-0.0031,-0.0491,-0.0262,-0.1946,-0.005,-0.0299,0.029,0,0,0,10,0.36,0.4,0.51,29.7,0.0017,-0.0001,-0.0006,0.59,-0.02,-0.18,9.36,1.22,1.76,0.018,0,0,51,1.67,9.82,0.0,0.0159,-0.004099999999999999,-0.001,0.0,-0.0139,-0.0383,5,4,0.21,-0.37,6,0.26,0.15,0,0,Medium,0.02,0.07,5924,2821,64,3807,0,0,80,100,97,100,84,17,92,64,6,Sydney - North Sydney and…,Greater Sydney,NSW,NSW294,Suburbs,2,Units,2_Main Dashboard - HtAG Analytics (3).xlsx
"Mount Annan, NSW 2567",All,3,1140883,0.004500000000000001,0.0123,0.0296,0.0722,0.1273,0.5718,0.8475,13,669,0.0015,0.004500000000000001,0.0136,0.0436,0.2665,0.3958,0.4286,0.0305,-0.03,0.11,0.0,0.14,0.0193,4,(+)Decreasing,202,-0.044,-0.135,0.1257,-0.1929,-0.0196,-0.0016,0.0282,0,0,0,8,0.2,0.0,0.01,43.04,0.0013,-0.0005,-0.001,0.43,-0.07,-0.31,10.47,1.51,1.77,0.0028,0,0,44,2.42,3.63,0.0,0.0089,0.0002,-0.0022,0.0,0.0,0.0,1,4,0.09,-0.16,5,0.29,0.0,0,0,High,0.03,0.04,11784,4034,58,259,0,0,80,100,100,100,90,54,92,79,47,Sydney - Outer South West,Greater Sydney,NSW,NSW272,Suburbs,3,Houses,2_Main Dashboard - HtAG Analytics (3).xlsx
"Loftus, NSW 2232",All,1,1553308,0.0023,0.004699999999999999,0.004099999999999999,0.0129,0.0524,0.481,0.7654000000000001,2,825,0.0012,0.0049,0.0286,0.13,0.1919,0.3008,0.4465999999999999,0.0276,-0.05,0.13,-0.03,0.15,0.0269,6,(+)Increasing,172,-0.0596,-0.2118,0.007800000000000001,-0.3447,0.0437,0.0729,0.152,0,0,0,10,0.11,0.0,0.02,54.48,0.0029,-0.0003,0.0004,2.82,0.47,0.67,13.76,2.83,0.34,0.0086,0,0,23,0.66,1.91,0.0,0.0223,0.0026,0.01,0.0,0.0,0.0,4,6,0.04,0.08,5,-0.1,0.21,0,0,Medium,0.02,0.02,4190,1613,64,1986,0,0,81,100,99,100,92,40,92,75,25,Sydney - Sutherland,Greater Sydney,NSW,NSW298,Suburbs,2,Houses,2_Main Dashboard - HtAG Analytics (3).xlsx
"Lilyfield, NSW 2040",All,4,1018267,0.0042,0.0141,0.0307,0.0641,0.1871,0.337,0.6573,8,731,0.0,0.0027,0.0139,0.0384,0.1867,0.1715,0.179,0.0373,-0.01,0.08,0.03,0.11,-0.0007000000000000001,3,(+)Decreasing,242,0.0189,0.0106,0.0395,-0.0188,0.0294,0.0253,0.218,0,0,0,10,0.36,0.42,0.12,25.09,0.0025,0.0,-0.0005,1.06,-0.01,-0.03,6.19,0.36,0.3,0.0,0,0,39,-7.17,3.96,0.0,0.0206,-0.0049,0.0049,0.9091,-0.0495,-0.0027,11,5,-0.03,0.45,5,-0.25,0.64,0,0,Medium,0.0,0.03,7641,3640,67,1345,0,0,81,100,94,100,81,10,92,61,4,Sydney - Inner West,Greater Sydney,NSW,NSW331,Suburbs,2,Units,2_Main Dashboard - HtAG Analytics (3).xlsx
"Killarney Heights, NSW 2087",All,1,2771829,0.0044,0.0111,0.022,0.044,0.0211,0.4252,0.8829,3,1259,-0.0008,0.004,0.0129,0.004,0.1182,0.2772,0.2969,0.0236,-0.02,0.09,0.0,0.12,-0.0032,4,(+)Peak,124,-0.05230000000000001,-0.2394,-0.0282,-0.2902,0.05599999999999999,0.0941,0.0956,0,0,0,10,0.12,0.0,0.02,71.24,0.0019,-0.0002,0.0,1.01,-0.06,0.09,11.69,1.52,-0.02,0.0071,0,0,50,4.77,9.31,0.0,0.0316,-0.0014,-0.0039,0.0,-0.09759999999999999,0.0,3,5,0.18,-0.1,5,0.2,0.27,0,0,Medium,0.02,0.03,4502,1562,74,92,0,0,81,100,100,100,91,42,92,75,11,Sydney - Northern Beaches,Greater Sydney,NSW,NSW329,Suburbs,2,Houses,2_Main Dashboard - HtAG Analytics (3).xlsx
"Harrington Park, NSW 2567",All,4,1679502,0.0038,0.0107,0.0222,0.0518,0.0783,0.6696,1.2509,9,650,0.0015,0.0015,0.0031,0.0172,0.1244,0.284,0.3232,0.0201,-0.03,0.12,-0.01,0.14,0.01,5,(+)Peak,174,-0.0124,-0.2184,0.0444,-0.3963,-0.0244,0.0482,0.1308,0,0,0,10,0.13,0.0,0.0,54.08,0.0024,-0.0004,-0.0009,0.68,0.05,-0.38,8.38,1.03,0.2,0.0072,0,0,75,4.99,8.95,0.0,0.0204,0.0,0.0022,0.0,-0.1063,0.0,1,6,0.48,0.31,5,0.13,0.0,0,0,High,0.04,0.03,13332,4169,58,356,0,0,80,100,100,100,96,25,92,71,47,Sydney - Outer South West,Greater Sydney,NSW,NSW264,Suburbs,3,Houses,2_Main Dashboard - HtAG Analytics (3).xlsx
"West Pennant Hills, NSW 2125",4,1,2353410,0.0011,0.0014,-0.0059,0.0023,0.0539,0.46,0.7245999999999999,5,978,0.001,0.0062,0.0198,0.0273,0.1968,0.3088,0.3036,0.0216,-0.06,0.08,-0.04,0.1,0.0034,5,(+)Trough,188,-0.0261,-0.2102,0.005500000000000001,-0.3584000000000001,0.003,-0.0378,-0.0438,0,0,0,10,0.12,0.0,0.01,70.58,0.0014,-0.0006,-0.0002,0.49,-0.13,-0.08,13.58,2.13,0.36,0.0089,0,0,60,4.25,9.55,0.0,0.0186,-0.0001,-0.0013,0.7,-0.0567,-0.005600000000000001,2,5,0.31,-0.14,4,0.17,-0.06,0,0,High,0.03,0.02,16620,6147,68,303,0,0,81,100,100,100,98,19,91,69,21,Sydney - Baulkham Hills a…,Greater Sydney,NSW,NSW270,Suburbs,3,Houses,2_Main Dashboard - HtAG Analytics (3).xlsx
"West Pennant Hills, NSW 2125",3,0,1885853,0.0014,0.0012,-0.0051,0.0083,0.06849999999999999,0.5356000000000001,0.7595000000000001,3,791,-0.0013,-0.0038,-0.0063,0.0207,0.1756,0.2701,0.3692,0.0218,-0.06,0.08,-0.04,0.1,0.0024,5,(+)Trough,188,-0.0261,-0.2102,0.005500000000000001,-0.3584000000000001,0.003,-0.0378,-0.0438,0,0,0,10,0.12,0.0,0.01,56.56,0.0014,-0.0006,-0.0002,0.49,-0.13,-0.08,13.58,2.13,0.36,0.0089,0,0,60,4.25,9.55,0.0,0.0186,-0.0001,-0.0013,0.7,-0.0567,-0.005600000000000001,2,5,0.31,-0.14,4,0.17,-0.06,0,0,High,0.03,0.02,16620,6147,68,303,0,0,81,100,100,100,98,19,91,69,21,Sydney - Baulkham Hills a…,Greater Sydney,NSW,NSW270,Suburbs,3,Houses,2_Main Dashboard - HtAG Analytics (3).xlsx
"St Ives, NSW 2075",4,0,2931823,0.002,0.004099999999999999,0.004699999999999999,0.0111,0.0219,0.3957,0.8443,6,1300,-0.0008,0.0,0.006999999999999999,0.0459,0.0771,0.1983,0.2232,0.0231,-0.09,0.11,-0.07,0.14,-0.0013,6,(+)Increasing,160,-0.044,-0.2437,-0.0236,-0.4911,0.0418,0.1305,0.1912,0,0,0,10,0.17,0.46,0.3,86.81,0.0016,-0.0003,-0.001,0.35,0.0,-0.25,10.69,1.74,-0.5,0.0096,0,0,76,7.88,17.43,0.0,0.0189,-0.006,0.0008,0.4186,-0.0832,-0.0795,13,4,0.05,0.0,4,0.04,0.0,0,0,High,0.03,0.02,18384,7350,69,2192,0,0,81,100,100,100,97,28,91,72,16,Sydney - North Sydney and…,Greater Sydney,NSW,NSW258,Suburbs,3,Houses,2_Main Dashboard - HtAG Analytics (3).xlsx
"St Ives, NSW 2075",3,0,2651576,0.0022,0.0052,0.008,0.0196,0.0563,0.5056,0.8987,3,1100,0.0,0.0,0.0009,0.0252,0.1715,0.3253,0.3464,0.0216,-0.09,0.11,-0.07,0.14,0.0019,6,(+)Increasing,160,-0.044,-0.2437,-0.0236,-0.4911,0.0418,0.1305,0.1912,0,0,0,10,0.17,0.46,0.3,78.52,0.0016,-0.0003,-0.001,0.35,0.0,-0.25,10.69,1.74,-0.5,0.0096,0,0,76,7.88,17.43,0.0,0.0189,-0.006,0.0008,0.4186,-0.0832,-0.0795,13,4,0.05,0.0,4,0.04,0.0,0,0,High,0.03,0.02,18384,7350,69,2192,0,0,81,100,100,100,97,28,91,72,16,Sydney - North Sydney and…,Greater Sydney,NSW,NSW258,Suburbs,3,Houses,2_Main Dashboard - HtAG Analytics (3).xlsx
"Leichhardt, NSW 2040",4,1,2865180,0.0034,0.0084,0.0132,0.0219,0.1101,0.4087,0.8663,4,1400,-0.0007000000000000001,-0.0007000000000000001,0.0036,0.0688,0.2906,0.3743,0.4246,0.0254,-0.07,0.09,-0.05,0.12,-0.0003,5,(+)Trough,152,-0.0547,-0.1765,-0.0316,-0.3126,0.0594,0.0722,0.0726,0,0,0,10,0.4,0.42,0.25,80.81,0.0017,-0.0005,-0.0002,0.5,-0.1,-0.09,9.64,1.19,0.05,0.0039,0,0,44,2.7,8.27,0.0,0.0207,-0.006,0.0036,0.7006,-0.0313,-0.0694,17,5,0.09,0.08,5,0.34,0.0,0,0,High,0.02,0.04,15158,8498,65,587,0,0,81,100,94,100,90,37,91,73,5,Sydney - Inner West,Greater Sydney,NSW,NSW331,Suburbs,3,Houses,2_Main Dashboard - HtAG Analytics (3).xlsx
"Leichhardt, NSW 2040",3,2,2102460,0.001,0.0003,-0.0063,-0.0196,0.0043,0.3359,0.623,12,1100,-0.0009,0.0,0.0027,0.04969999999999999,0.2764,0.2929,0.3807,0.0272,-0.07,0.09,-0.04,0.12,-0.0005,5,(+)Trough,152,-0.0547,-0.1765,-0.0316,-0.3126,0.0594,0.0722,0.0726,0,0,0,10,0.4,0.42,0.25,59.3,0.0017,-0.0005,-0.0002,0.5,-0.1,-0.09,9.64,1.19,0.05,0.0039,0,0,44,2.7,8.27,0.0,0.0207,-0.006,0.0036,0.7006,-0.0313,-0.0694,17,5,0.09,0.08,5,0.34,0.0,0,0,High,0.02,0.04,15158,8498,65,587,0,0,81,100,94,100,90,37,91,73,5,Sydney - Inner West,Greater Sydney,NSW,NSW331,Suburbs,3,Houses,2_Main Dashboard - HtAG Analytics (3).xlsx
"Leichhardt, NSW 2040",2,0,1633654,0.0007000000000000001,-0.0003,-0.0088,-0.0238,-0.008100000000000001,0.2552,0.5482,10,801,0.0,-0.0012,-0.0012,0.005,0.1558,0.1459,0.2419,0.0255,-0.07,0.09,-0.05,0.12,0.0019,5,(+)Trough,152,-0.0547,-0.1765,-0.0316,-0.3126,0.0594,0.0722,0.0726,0,0,0,10,0.4,0.42,0.25,46.07,0.0017,-0.0005,-0.0002,0.5,-0.1,-0.09,9.64,1.19,0.05,0.0039,0,0,44,2.7,8.27,0.0,0.0207,-0.006,0.0036,0.7006,-0.0313,-0.0694,17,5,0.09,0.08,5,0.34,0.0,0,0,High,0.02,0.04,15158,8498,65,587,0,0,81,100,94,100,90,37,91,73,5,Sydney - Inner West,Greater Sydney,NSW,NSW331,Suburbs,3,Houses,2_Main Dashboard - HtAG Analytics (3).xlsx
"Hazelbrook, NSW 2779",4,1,992045,0.0043,0.013,0.0199,0.0441,-0.0192,0.4677,0.9684999999999999,1,720,0.0042,0.0154,0.04480000000000001,0.1106,0.264,0.4518,0.535,0.0377,-0.11,0.13,-0.07,0.16,0.0145,7,(+)Peak,150,-0.0611,-0.266,0.0289,-0.2043,-0.0013,0.0005,-0.0107,0,0,0,7,0.15,0.0,0.01,45.28,0.0012,-0.0004,-0.0007000000000000001,0.49,-0.04,-0.33,10.57,1.65,3.52,0.0013,0,0,76,10.26,2.2,0.0,0.0233,0.0013,-0.0004,0.0,0.0,0.0,0,5,0.52,-0.18,5,0.45,0.0,0,0,Medium,0.03,0.02,5077,2322,55,181,0,0,60,99,100,100,77,84,91,84,71,Sydney - Outer West and B…,Greater Sydney,NSW,NSW248,Suburbs,2,Houses,2_Main Dashboard - HtAG Analytics (3).xlsx
"Hazelbrook, NSW 2779",3,1,817973,0.003,0.0089,0.0207,0.0461,-0.0076,0.4718,0.9405,3,530,0.0,0.0,0.0019,0.0,0.1572,0.2619,0.4171,0.0337,-0.11,0.13,-0.07,0.16,0.0079,7,(+)Peak,150,-0.0611,-0.266,0.0289,-0.2043,-0.0013,0.0005,-0.0107,0,0,0,7,0.15,0.0,0.01,37.33,0.0012,-0.0004,-0.0007000000000000001,0.49,-0.04,-0.33,10.57,1.65,3.52,0.0013,0,0,76,10.26,2.2,0.0,0.0233,0.0013,-0.0004,0.0,0.0,0.0,0,5,0.52,-0.18,5,0.45,0.0,0,0,Medium,0.03,0.02,5077,2322,55,181,0,0,60,99,100,100,77,84,91,84,71,Sydney - Outer West and B…,Greater Sydney,NSW,NSW248,Suburbs,2,Houses,2_Main Dashboard - HtAG Analytics (3).xlsx
"Yarrawarrah, NSW 2233",All,0,1457964,0.0006,-0.0006,-0.0096,-0.0121,-0.0181,0.4898,0.6911,1,747,0.0,0.0,0.0,0.0,0.0205,0.144,0.2226,0.0266,-0.07,0.14,-0.04,0.16,0.0153,6,(+)Increasing,116,-0.09210000000000002,-0.2613,0.07440000000000001,-0.3649,-0.0268,0.0817,0.07769999999999999,0,0,0,10,0.05,0.0,0.0,49.97,0.0018,0.0,0.0001,0.83,0.02,0.05,7.97,1.83,-1.42,0.0,0,0,21,-1.01,0.58,0.0,0.0204,0.0052,0.0076,0.0,0.0,0.0,3,6,-0.03,0.41,4,-0.27,0.08,0,0,Low,0.02,0.01,2775,980,62,40,0,0,81,100,100,100,90,18,91,66,26,Sydney - Sutherland,Greater Sydney,NSW,NSW298,Suburbs,1,Houses,2_Main Dashboard - HtAG Analytics (3).xlsx
"Willoughby, NSW 2068",All,1,1088849,0.0044,0.0114,0.0212,0.0538,0.0965,0.2494,0.4985,18,813,0.0012,0.0037,0.009899999999999999,0.0739,0.3727,0.3108,0.401,0.0388,0.0,0.07,0.04,0.11,0.0183,2,(+)Decreasing,160,-0.0349,-0.0433,0.0019,-0.2055,-0.0106,-0.0187,-0.0398,0,0,0,10,0.31,0.32,0.37,27.83,0.003,0.0001,-0.0005,0.84,0.02,-0.17,8.48,1.38,-1.28,0.0129,0,0,14,1.79,-2.35,0.0,0.0292,-0.0002,-0.0064,0.0,-0.0341,-0.0823,1,5,0.1,-0.25,5,0.09,0.12,0,0,Medium,0.02,0.06,7124,3429,76,409,0,0,81,100,99,100,87,18,91,65,7,Sydney - North Sydney and…,Greater Sydney,NSW,NSW294,Suburbs,2,Units,2_Main Dashboard - HtAG Analytics (3).xlsx
"West Pennant Hills, NSW 2125",All,4,2449737,0.0016,0.0022,-0.0033,0.0092,0.0727,0.5134000000000001,0.7927,9,782,0.0,0.0026,0.0103,0.0344,0.2219,0.3055,0.346,0.0166,-0.03,0.11,-0.02,0.13,0.0127,5,(+)Trough,188,-0.0261,-0.2102,0.005500000000000001,-0.3584000000000001,0.003,-0.0378,-0.0438,0,0,0,10,0.12,0.0,0.01,73.47,0.0014,-0.0006,-0.0002,0.49,-0.13,-0.08,13.58,2.13,0.36,0.0089,0,0,60,4.25,9.55,0.0,0.0186,-0.0001,-0.0013,0.7,-0.0567,-0.005600000000000001,2,5,0.31,-0.14,4,0.17,-0.06,0,0,High,0.03,0.02,16620,6147,68,303,0,0,81,100,100,100,98,19,91,69,21,Sydney - Baulkham Hills a…,Greater Sydney,NSW,NSW270,Suburbs,3,Houses,2_Main Dashboard - HtAG Analytics (3).xlsx
"St Ives, NSW 2075",All,2,3122035,0.0023,0.005699999999999999,0.0098,0.0243,0.0672,0.4989,0.9205,9,1200,0.0,0.0008,0.005,0.0372,0.1184,0.2552,0.278,0.02,-0.07,0.14,-0.05,0.16,0.0008,6,(+)Increasing,160,-0.044,-0.2437,-0.0236,-0.4911,0.0418,0.1305,0.1912,0,0,0,10,0.17,0.46,0.3,92.45,0.0016,-0.0003,-0.001,0.35,0.0,-0.25,10.69,1.74,-0.5,0.0096,0,0,76,7.88,17.43,0.0,0.0189,-0.006,0.0008,0.4186,-0.0832,-0.0795,13,4,0.05,0.0,4,0.04,0.0,0,0,High,0.03,0.02,18384,7350,69,2192,0,0,81,100,100,100,97,28,91,72,16,Sydney - North Sydney and…,Greater Sydney,NSW,NSW258,Suburbs,3,Houses,2_Main Dashboard - HtAG Analytics (3).xlsx
"Pennant Hills, NSW 2120",All,1,2229086,0.0026,0.006,0.0079,0.0154,0.0687,0.5390999999999999,0.7561,5,741,-0.0027,-0.0054,-0.012,-0.0173,0.1656,0.1939,0.1977,0.0173,-0.05,0.13,-0.03,0.15,-0.0129,5,(+)Trough,150,-0.095,-0.2489,0.0019,-0.5589,-0.0046,0.0441,-0.0282,0,0,0,10,0.23,0.27,0.23,76.17,0.0012,-0.0003,-0.0004,0.53,-0.08,-0.13,9.78,1.47,-0.69,0.0088,0,0,26,1.32,-0.47,0.0,0.0117,-0.0079,-0.004500000000000001,0.0,-0.0005,0.0,2,4,0.23,0.0,4,0.19,-0.31,0,0,Medium,0.02,0.02,7588,3306,68,406,0,0,81,100,100,100,72,17,91,60,19,Sydney - Ryde,Greater Sydney,NSW,NSW234,Suburbs,2,Houses,2_Main Dashboard - HtAG Analytics (3).xlsx
"Lilyfield, NSW 2040",All,5,2431229,0.0004,-0.0013,-0.007800000000000001,-0.022,-0.006999999999999999,0.2865,0.6978,12,1152,0.0017,0.006999999999999999,0.0176,0.0294,0.2476,0.3466,0.3158,0.0246,-0.06,0.13,-0.04,0.16,0.0575,6,(+)Trough,134,-0.0489,-0.2247,-0.1392,-0.434,0.008199999999999999,0.014,0.0716,0,0,0,10,0.36,0.42,0.12,59.91,0.0017,-0.0004,-0.0001,0.54,-0.08,-0.13,10.62,1.24,0.46,0.0084,0,0,25,0.86,1.13,0.0,0.0206,-0.0049,0.0049,0.9091,-0.0495,-0.0027,11,5,0.42,0.16,5,0.28,0.0,0,0,High,0.03,0.04,7641,3640,67,1345,0,0,81,100,94,100,79,46,91,72,4,Sydney - Inner West,Greater Sydney,NSW,NSW331,Suburbs,3,Houses,2_Main Dashboard - HtAG Analytics (3).xlsx
"Leichhardt, NSW 2040",All,5,2200431,0.002,0.0037,0.0014,-0.0031,0.0442,0.3447,0.6988,26,1100,0.0,0.0,0.0027,0.0466,0.2514,0.2865,0.3614,0.026,-0.04,0.12,-0.02,0.14,0.0009,5,(+)Trough,152,-0.0547,-0.1765,-0.0316,-0.3126,0.0594,0.0722,0.0726,0,0,0,10,0.4,0.42,0.25,62.06,0.0017,-0.0005,-0.0002,0.5,-0.1,-0.09,9.64,1.19,0.05,0.0039,0,0,44,2.7,8.27,0.0,0.0207,-0.006,0.0036,0.7006,-0.0313,-0.0694,17,5,0.09,0.08,5,0.34,0.0,0,0,High,0.02,0.04,15158,8498,65,587,0,0,81,100,94,100,90,37,91,73,5,Sydney - Inner West,Greater Sydney,NSW,NSW331,Suburbs,3,Houses,2_Main Dashboard - HtAG Analytics (3).xlsx
"Hunters Hill, NSW 2110",All,0,1286134,0.0035,0.0097,0.0163,0.0366,0.079,0.1957,0.5033,6,766,-0.0026,0.0092,0.0409,0.0761,0.2166,0.2166,0.2362,0.031,-0.06,0.13,-0.03,0.16,-0.006500000000000001,6,(+)Decreasing,206,-0.0033,-0.0508,-0.0649,-0.2994,-0.009399999999999999,-0.0142,-0.0332,0,0,0,10,0.21,0.33,0.23,27.47,0.0011,-0.0002,0.0001,0.53,-0.06,0.09,8.32,0.62,0.44,0.0,0,0,68,15.34,-5.36,0.0,0.0279,-0.0039,0.0011,0.6667000000000001,-0.062,-0.0139,6,5,-0.12,0.17,3,-0.31,-0.02,0,0,Low,0.01,0.02,9014,3964,68,160,0,0,81,100,100,100,89,4,91,61,7,Sydney - Ryde,Greater Sydney,NSW,NSW229,Suburbs,1,Units,2_Main Dashboard - HtAG Analytics (3).xlsx
"Heathcote, NSW 2233",All,0,785286,0.0031,0.0098,0.0191,0.0438,0.0888,0.2492,0.4695,1,600,0.0017,0.005,0.0135,0.0274,0.1404,0.1558,0.388,0.0397,-0.01,0.07,0.03,0.11,0.0206,2,(+)Decreasing,192,-0.0156,-0.0664,0.0005,-0.1843,0.0391,-0.04480000000000001,-0.1153,0,0,0,9,0.11,0.55,0.17,29.14,0.0027,-0.001,0.0006,0.94,-0.03,0.18,5.72,0.39,-0.33,0.0,0,0,75,5.8,35.83,0.0,0.0219,-0.0023,0.0046,0.0,0.1339,-0.0136,0,3,-0.38,-0.06,3,-0.67,0.14,0,0,Low,0.01,0.0,6148,2828,63,37,0,0,81,100,100,100,94,18,91,68,34,Sydney - Sutherland,Greater Sydney,NSW,NSW298,Suburbs,1,Units,2_Main Dashboard - HtAG Analytics (3).xlsx
"Hazelbrook, NSW 2779",All,3,905009,0.0037,0.0111,0.0202,0.045,-0.014,0.4695,0.9556999999999999,4,625,0.0032,0.0097,0.0279,0.06269999999999999,0.2198,0.366,0.4858,0.0359,-0.08,0.15,-0.04,0.19,0.0469,7,(+)Peak,150,-0.0611,-0.266,0.0289,-0.2043,-0.0013,0.0005,-0.0107,0,0,0,7,0.15,0.0,0.01,41.3,0.0012,-0.0004,-0.0007000000000000001,0.49,-0.04,-0.33,10.57,1.65,3.52,0.0013,0,0,76,10.26,2.2,0.0,0.0233,0.0013,-0.0004,0.0,0.0,0.0,0,5,0.52,-0.18,5,0.45,0.0,0,0,Medium,0.03,0.02,5077,2322,55,181,0,0,60,99,100,100,77,84,91,84,71,Sydney - Outer West and B…,Greater Sydney,NSW,NSW248,Suburbs,2,Houses,2_Main Dashboard - HtAG Analytics (3).xlsx
"Darlington, NSW 2008",All,4,1237007,0.004099999999999999,0.0114,0.0265,0.0578,0.1491,0.3277,0.8361,4,675,0.0,-0.0015,-0.0059,-0.0074,0.2206,0.1011,0.386,0.0284,-0.09,0.17,-0.06,0.2,0.0015,8,(+)Decreasing,228,0.0146,-0.0621,-0.0625,-0.4488,0.091,0.1578,0.433,0,0,0,10,0.59,0.67,0.3,37.11,0.0027,-0.0008,0.0003,1.33,-0.29,-0.19,8.51,2.15,-1.12,0.0043,0,0,47,2.45,10.03,0.0,0.0173,-0.0027,0.0028,0.0,0.0,0.0,3,7,-0.08,0.51,6,-0.44,0.17,0,0,Medium,0.01,0.03,2597,1664,57,83459,0,0,70,100,100,100,49,6,91,49,3,Sydney - City and Inner S…,Greater Sydney,NSW,NSW200,Suburbs,2,Units,2_Main Dashboard - HtAG Analytics (3).xlsx
"Curl Curl, NSW 2096",All,0,4199001,0.004699999999999999,0.0173,0.0314,0.0708,0.1503,0.5545,1.1683,2,2328,0.0034,0.003,0.0026,0.0387,0.5646,1.2184,0.8854000000000001,0.0288,-0.02,0.09,0.01,0.12,0.0452,4,(+)Decreasing,210,-0.0088,-0.1317,0.0446,-0.1557,0.1852,0.2234,0.381,0,0,0,10,0.22,0.35,0.27,93.0,0.0021,-0.0006,-0.0001,0.86,-0.13,0.03,12.61,1.38,1.3,0.008,0,0,33,-2.08,1.01,0.0,0.0215,0.0026,-0.001,0.0,0.0,0.0,0,5,0.17,0.7,4,-0.18,0.18,0,0,Low,0.03,0.03,2364,837,59,1890,0,0,90,100,100,100,89,97,91,92,13,Sydney - Northern Beaches,Greater Sydney,NSW,NSW329,Suburbs,1,Houses,2_Main Dashboard - HtAG Analytics (3).xlsx
"North Sydney, NSW 2060",2,3,1376807,0.0029,0.0069,0.0112,0.0254,0.05980000000000001,0.1369,0.3632,28,928,0.0,0.0022,0.0098,0.0369,0.2765,0.2373,0.3547,0.035,-0.06,0.06,-0.02,0.1,0.0004,4,(+)Increasing,176,-0.03759999999999999,-0.0458,-0.03700000000000001,-0.3307,-0.0271,-0.09449999999999999,-0.2082,0,0,0,10,0.61,0.36,0.89,38.16,0.0008,-0.0002,-0.0008,0.32,-0.19,-0.29,8.08,1.01,-0.01,0.0039,0,0,86,5.92,21.12,0.0,0.0171,-0.008100000000000001,-0.0003,0.875,-0.0118,0.09630000000000001,5,7,0.96,0.08,8,1.33,0.08,0,0,High,0.03,0.13,8964,7418,74,17440,0,0,77,100,100,100,68,71,90,76,3,Sydney - North Sydney and…,Greater Sydney,NSW,NSW213,Suburbs,3,Units,2_Main Dashboard - HtAG Analytics (3).xlsx
"North Sydney, NSW 2060",1,1,733779,0.002,0.0038,0.0034,0.0153,0.0114,0.1144,0.2264,39,650,0.0,0.0015,0.0109,0.0484,0.3889,0.2428,0.3026,0.0461,-0.06,0.06,-0.01,0.11,0.0003,4,(+)Increasing,176,-0.03759999999999999,-0.0458,-0.03700000000000001,-0.3307,-0.0271,-0.09449999999999999,-0.2082,0,0,0,10,0.61,0.36,0.89,20.34,0.0008,-0.0002,-0.0008,0.32,-0.19,-0.29,8.08,1.01,-0.01,0.0039,0,0,86,5.92,21.12,0.0,0.0171,-0.008100000000000001,-0.0003,0.875,-0.0118,0.09630000000000001,5,7,0.96,0.08,8,1.33,0.08,0,0,High,0.03,0.13,8964,7418,74,17440,0,0,77,100,100,100,68,71,90,76,3,Sydney - North Sydney and…,Greater Sydney,NSW,NSW213,Suburbs,3,Units,2_Main Dashboard - HtAG Analytics (3).xlsx
